m1,m2,a1,a2,Dl_s,z_merger,d2N_dzdt,duration_time,Mean_SNR
980370.0,722252.0,0.998,0.998,49691.68085044232,5.17484,5.967486742520436e-12,2.758195415861412,1330.7210156980846
587.149,542.894,0.998,0.998,122351.58174620682,11.3383,2.4117431826247992e-12,172393.79041034935,4.725761817909817
574.464,428.956,0.96217,0.944765,172982.49966587184,15.4412,2.6923978191131268e-11,132833.73102249842,3.7974102176690696
1206.84,1182.45,0.998,0.998,53951.687488412885,5.55241,8.398200929034013e-11,141916.9399634427,11.789704520783786
421.375,229.274,0.893389,0.701537,117991.62347401316,10.9798,2.84484654752199e-10,497036.49175798096,2.9365737896906943
621.754,473.625,0.878367,0.931696,88548.32311195553,8.5289,1.99207210945668e-11,284081.2177524458,5.11928706773922
614.541,340.406,0.998,0.98544,72791.09799025874,7.18987,9.783714236088146e-10,491694.72156865546,4.786716079276977
1173.86,273.156,0.998,0.998,91568.53835822888,8.78307,3.1581104445534367e-10,273979.24632842065,5.031634314886476
498.468,427.616,0.347922,0.685357,156161.96037388645,14.0889,1.6871735640395083e-11,172507.6936401362,3.693242007600696
867.293,717.428,0.998,0.657491,73463.8000270692,7.24753,1.6321342142780848e-10,193439.78756556963,7.434921803832468
1505.81,986.319,0.998,0.998,113979.46509025455,10.649,7.436154506720156e-11,53002.99278704011,9.074949316840463
791.702,764.212,0.822256,0.858971,122129.950960798,11.3201,2.8818510262741163e-10,101291.90798886996,6.143193640584039
587.798,379.08,0.726947,0.807675,114006.11248033746,10.6512,3.236300948746938e-11,257588.23733801272,4.166400235003325
765.194,211.759,0.994465,0.294311,140748.37658538955,12.8409,2.5151277251291504e-11,266757.1759867204,3.3150723966770075
464.178,419.056,0.998,0.876773,85222.94815909964,8.24819,1.4682013643330847e-10,420745.6262326993,4.404821542981042
918.166,567.488,0.998,0.842069,78505.81228160764,7.67821,1.9517383936273988e-10,207693.68100845165,6.72169497023605
925.696,757.026,0.99591,0.998,63733.04968058806,6.40843,4.94790625122943e-10,209536.73758993472,8.247468092562741
466.522,398.081,0.851798,0.98519,122339.40344132407,11.3373,1.3654733282108592e-11,270670.3374930793,3.793256762023298
445.398,362.255,0.773554,0.858883,77271.45861373456,7.57301,5.43145249073017e-10,558644.603508477,4.242094885378288
362.67,229.296,0.0744137,0.208277,197483.84488541447,17.3958,3.42454573162254e-11,273761.1924572335,2.3300561494372505
909.374,860.429,0.998,0.998,122361.32445613424,11.3391,1.315031800363828e-11,81549.96929174404,6.831001499169423
8861.71,514.105,0.998,0.998,38618.39272220269,4.17629,3.7213079903484776e-10,103859.96762448868,19.08281245913081
453.249,395.159,0.580069,0.525254,140734.84156262135,12.8398,3.495244573995541e-11,230279.5479596584,3.561479484427105
791.903,692.423,0.998,0.995506,131319.37432970369,12.0727,3.4108369684810584e-11,99671.19658329106,5.76418763479376
256.631,206.7,0.141052,-0.218807,150737.19824044022,13.6507,7.857941423618116e-12,578001.6879919891,2.13553484093274
734.611,699.404,0.998,0.990647,114007.32373684316,10.6513,1.7570153095601918e-11,127395.4518634224,5.883179870438672
1250.3,704.513,0.998,0.998,88541.08509695179,8.52829,9.668325492673476e-12,115208.82782077751,7.95701560241667
1468.62,1186.32,0.998,0.998,88823.76112248469,8.55211,9.128402940404034e-11,64237.25283817326,10.589132429698244
789.115,595.246,0.998,0.485156,106038.58669126072,9.99156,8.410059345880007e-11,151772.46285467967,5.7976011765752045
432.401,346.771,0.887822,0.996338,122188.40008332844,11.3249,5.724846076765279e-12,324355.68739717314,3.48055411468296
308.158,279.081,0.552872,-0.321331,131318.15004986184,12.0726,3.410825553086009e-11,466527.051115008,2.715468281774456
1270.7,1035.25,0.998,0.998,61342.14083602606,6.20046,3.9500545205957003e-10,130009.02311836903,10.8252181112409
744.789,497.315,0.998,0.44851,198295.81283665565,17.4603,1.5429948027740126e-11,78229.18193105372,4.295230338023428
598.12,242.189,0.859814,0.595574,131308.3558413731,12.0718,2.4542333628388108e-11,312145.3105012386,3.2954607385828445
940.996,487.419,0.998,0.998,30616.410319167488,3.43462,1.0995536639069616e-09,712983.4069359085,9.531863869804836
637.665,622.093,0.998,0.878521,117898.11184401652,10.9721,1.5324373742324076e-11,151034.4875507699,5.231274314666316
590.615,579.348,0.998,0.998,85294.97518135862,8.25428,1.4687491422725638e-10,262394.3852900969,5.524802626209119
873.019,402.804,0.866486,0.267989,131209.1925098788,12.0637,1.2496098860634273e-10,147938.50089744388,4.73919110611334
1414.29,342.042,0.998,0.760524,101876.33922573518,9.64541,2.959604494385975e-12,168277.42122155387,5.731274060721472
292.373,232.744,0.801326,0.969926,63996.16064137893,6.43127,1.330607962437144e-11,1456163.2715123843,3.2228273287565923
215.999,215.823,0.547652,0.493929,136058.62826406938,12.4593,1.8752796577443068e-11,739991.7413531746,2.105778053966081
283.566,69.2563,0.401173,0.250355,131293.66462946896,12.0706,5.094679043957475e-11,1724347.923841599,1.4400688680223823
501.277,396.028,0.312663,0.856783,124478.0901493794,11.5128,9.980555795878996e-10,250398.1172599683,3.8661839888397367
925.452,580.607,0.997368,0.94036,63992.5888259182,6.43096,1.94055488080926e-11,262028.4790332369,7.367012756503016
4615.05,276.425,0.998,-0.2525,91787.9863806928,8.80151,3.3793217350785044e-11,103026.77498518056,8.052904107596449
306.809,107.385,0.562595,0.752328,135965.34382725018,12.4517,1.2655532639727748e-10,1033569.7780791852,1.793130087874567
1270.11,816.824,0.998,0.998,91803.22085760348,8.80279,1.1728198916599412e-11,95351.84920965004,8.425941464155535
631.372,476.787,0.708622,0.827146,113937.07251304244,10.6455,3.688566901455872e-11,199697.64443763252,4.718136642262492
510.716,356.834,0.940241,0.944132,57536.56042919515,5.86779,6.342254228456629e-11,733054.6281731259,5.005641151000585
2506.5,1334.78,0.998,0.998,63975.07568445302,6.42944,3.743947879320906e-11,57517.49902504509,15.521810062373929
1323.85,213.577,0.998,-0.0187899,98707.50724036372,9.38111,6.060578674638998e-11,287195.3851005857,4.556004637032854
653.647,384.974,0.971717,0.998,136059.85572182896,12.4594,9.4163830716529e-12,183673.7389800686,4.11855592872694
272.478,245.321,0.131306,-0.159483,197846.37230557704,17.4246,3.01728590230816e-11,324865.0509299235,2.1416381465634724
