m1,m2,a1,a2,Dl_s,z_merger,d2N_dzdt,duration_time,Mean_SNR
78882.2,8520.7,0.0381724,-0.766736,185048.321850032,16.4268,5.120444616874207e-11,195.8912650421736,49.82219206314634
209771.0,1100.0,-0.70799,0.230318,103803.1761981086,9.81725,8.397194530851699e-10,1693.90471699481,9.08090720613138
96241.4,1357.63,-0.636945,-0.0889107,181270.6913427445,16.1248,1.942676085996142e-09,1076.3096259208078,9.060190984148598
479810.0,50121.0,-0.825427,0.0629619,151429.1862185579,13.7237,1.4843749454232055e-11,13.091659843719176,37.11881444696797
115076.0,3078.55,-0.0811397,0.9156,48457.57826306288,5.06975,3.996921696671218e-09,2383.6324193294627,60.68011220986668
29024.0,1362.44,0.856684,0.529438,145374.9265290068,13.2328,5.416026162665618e-09,3281.2928267894376,27.54464567073085
31144.8,8249.54,0.919935,-0.0615384,52680.11392115942,5.44545,1.927549128675817e-09,2061.9857714119034,96.1858678161113
55960.7,35527.6,0.786991,-0.749424,19991.72856498506,2.41137,9.092394622953159e-10,1018.9890841833457,339.4614020034837
248083.0,9791.69,0.126427,0.568579,131487.0122554923,12.1011,1.6996331895890627e-10,124.95411392667393,51.38756707328312
62035.1,9159.66,0.232531,-0.0665336,181141.9405153259,16.1145,1.246796651808856e-09,223.03540533313748,60.77969490990196
105955.0,2254.5,0.28422,-0.625534,154075.013591729,13.9378,5.522981379045067e-09,765.1613312785914,26.79584055721305
38969.2,18619.7,0.125231,-0.1147,137718.41527238168,12.6099,6.421226670229668e-09,238.4313315546444,91.20115707965962
125866.0,26974.8,0.945824,0.807399,151141.43946368375,13.7004,3.73009977230025e-10,62.023158536273016,215.79499762781177
178826.0,18652.9,-0.000767098,-0.997754,172979.24222886356,15.4605,7.230089330784642e-11,56.91395441714816,75.56516044278514
9485.84,7715.43,-0.822166,-0.304065,64882.66812673488,6.51502,3.3250309599155827e-09,4251.865013122969,51.41904302514623
16751.1,8010.58,0.178209,-0.0347707,87479.49677593996,8.44831,1.587082102609804e-09,1787.890911691907,58.954186397098375
21072.7,3049.07,0.763253,-0.931463,162696.23294797182,14.6337,1.2053619397770351e-09,1599.0304071552182,33.96968496062075
5872.05,4830.01,0.202027,0.253806,202652.2011101988,17.8291,2.008351636930965e-09,2026.503555432359,24.48068522032252
124505.0,3721.33,-0.613823,0.439154,137481.663254935,12.5906,1.4538902219605671e-09,488.6627974280821,20.56487010005452
52340.6,32881.0,0.808502,0.473116,137733.13657579862,12.6111,1.533042815663891e-08,114.53271631533129,160.0379996740833
6977.06,5769.05,0.0696301,-0.26024,202498.62167191345,17.8169,5.1659067508294634e-09,1515.2378280613427,27.209589608954083
7692.08,5261.09,-0.789726,-0.926778,122546.94040303589,11.368,1.394842957155115e-09,3049.43073573985,30.78461413425116
132008.0,2494.59,0.0236149,-0.0550311,60865.38041356763,6.16528,1.0251647641543636e-09,2030.5703598834525,45.96269456350496
175154.0,141042.0,0.4688,0.136473,91609.93345854458,8.79657,2.2067330311950663e-10,21.35196887646749,496.9302077063746
